Identificador,Sexo,Grupo,Grado,Grado_num,Grado_num2,Trabaja,No_trabaja,Ocupacion,Ocupacion_otro,Personas_hogar,Ing_hogar,Municipio,Clave_mun,prob_Contaminacion,prob_Convivencia,prob_Corrupcion,prob_Desarrollo_urbano,prob_Desastres.naturales,prob_Desigualdad,prob_Deuda_publica,prob_Economia,prob_Educacion,prob_Empleo,prob_Imparticion_justicia,prob_Participacion_ciudadana,prob_Pobreza,prob_Salud,prob_Seguridad_publica,prob_Servicios_publicos,prob_Transparencia,prob_Transporte,prob_Vivienda,prob_Ninguno,prob_Otro,Sat_luz,Sat_gas,Sat_agua,Sat_policia,Sat_trans_pub,Sat_estacionamiento,Sat_basura,Sat_internet,Sat_mercados,Informacion,Informacion_otro,Interes_politica,Iden_presidente,Iden_diploc,Iden_dipfed,Voto18,No_voto18,No_voto18_otro,PE_1,PE_2,PE_3,PE_4,PE_5,PE_6,PE_7,PE_8,PP12M_1,PP12M_2,PP12M_3,PP12M_4,PP12M_5,PP12M_6,PP12M_7,Manif_1,Manif_2,Manif_3,Manif_4,SentirPP_1,SentirPP_2,SentirPP_3,SentirPP_4,SentirPP_5,SentirPP_6,Iden_Plebiscito,Iden_Referendum,Iden_Ratificacion_Constitucional,Iden_Iniciativa_Ciudadana,Iden_Ratificacion_Mandato,Iden_Revocacion_Mandato,Iden_Consulta_Popular,Iden_Presupuesto_Participativo,Iden_Comparecencia_Publica,Iden_Proyecto_Social,Iden_Asamblea_Popular,Iden_Ayuntamiento_Abierto,Iden_Colaboracion_Popular,Iden_Planeacion_Participativa,Iden_Dialogo_Colaborativo,Iden_Contraloria_Social,Part_Plebiscito,Part_Referendum,Part_Ratificacion_Constitucional,Part_Iniciativa_Ciudadana,Part_Ratificacion_Mandato,Part_Revocacion_Mandato,Part_Consulta_Popular,Part_Presupuesto_Participativo,Part_Comparecencia_Publica,Part_Proyecto_Social,Part_Asamblea_Popular,Part_Ayuntamiento_Abierto,Part_Colaboracion_Popular,Part_Planeacion_Participativa,Part_Dialogo_Colaborativo,Part_Contraloria_Social,Opinion_cuenta,ID_gob,wf2
192,1,1,5,5,,1,,1,,2,7,Sayula,82,,,1,,,,1,,,,1,,,,,,,,,,,1,1,3,2,3,3,4,1,2,4,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,,,,,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,363,482
193,2,1,6,3,,1,,1,,5,3,Encarnación de Díaz,35,,,1,,,,,,,,1,,,,1,,,,,,,3,2,2,4,2,3,2,3,2,3,,2,1,2,2,1,,,2,2,3,3,3,3,2,2,1,2,2,2,2,1,2,,,,,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,367,2633
194,1,1,5,4,,2,2,,,3,3,Sayula,82,,,1,1,,,,,,,,,,,,,,,1,,,2,2,3,4,1,3,1,5,2,4,,2,1,1,1,1,,,1,2,2,1,1,3,1,1,1,2,1,2,2,2,2,,,,,3,2,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,368,108
195,1,1,5,4,,1,,5,,4,2,Sayula,82,,,,1,,,,,,,,,,1,,,,,,,,2,2,2,3,2,4,3,2,3,3,,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,3121
196,1,3,5,5,,2,6,,,4,1,Autlán de Navarro,15,1,,,1,,,,,,1,,,,,,,,,,,,3,2,4,2,2,4,4,4,4,1,,1,1,2,2,1,,,1,5,5,3,4,4,4,1,2,3,1,1,3,3,3,,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,372,17786
197,2,1,5,5,,1,,5,,4,5,Sayula,82,,,,,,,,,,,,,,1,1,,,,1,,,2,2,2,4,3,3,3,2,2,4,,2,1,2,2,1,,,2,3,2,1,3,2,1,3,2,2,2,1,2,1,2,,,,,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,2,1,2,2,1,2,2,1,2,2,2,2,2,,3,375,1797
198,2,1,5,4,,1,,4,,5,3,Sayula,82,,,,,,,,,,,,,1,,1,1,,,,,,2,2,4,4,3,3,4,4,3,3,,2,1,1,1,1,,,2,2,3,2,3,2,2,3,2,2,1,1,1,2,2,,,,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,376,2633
199,1,1,6,3,,1,,4,,4,4,,,1,,1,,,,,,,,,,,,1,,,,,,,3,2,4,4,3,2,4,3,2,3,,1,1,2,2,1,,,1,3,3,3,3,3,2,3,1,2,2,1,2,1,1,,,3,,1,1,3,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,2,2,2,2,1,2,2,1,1,2,2,2,2,,2,378,2280
200,2,4,6,6,,1,,1,,1,3,Tapalpa,86,,,1,,,1,,,1,,,,,,,,,,,,,3,2,2,6,6,4,3,3,6,1,,4,1,2,2,1,,,2,2,2,2,2,5,2,3,2,2,2,2,2,1,2,,,,,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,,2,1,1,1,2,2,1,1,,2,379,844
201,1,1,5,5,,1,,1,,6,2,Sayula,82,,,,1,,,,,,,1,,,,1,,,,,,,1,1,3,4,3,2,2,4,4,4,,2,1,1,1,1,,,1,4,3,3,4,3,2,1,2,2,2,1,1,2,2,,,,,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,,,2,1,,2,1,2,,2,,2,2,2,2,,2,385,5522
202,2,1,5,5,,1,,1,,4,6,Guadalajara,39,,,,,,,,,,,1,,,,1,,,1,,,,1,1,2,4,4,3,3,2,2,4,,1,1,1,1,1,,,2,3,3,2,3,4,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,386,1290
203,1,1,5,4,,1,,1,,4,4,Sayula,82,,,,,,,,1,,1,,,,,1,,,,,,,1,1,3,4,4,4,3,4,3,3,,1,1,2,1,1,,,1,2,1,2,3,3,3,3,2,2,2,1,2,2,2,,,,,4,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,387,2280
204,1,1,5,3,,2,2,,,3,7,Guadalajara,39,,,,,,,,,,,,,,,,,,,,1,,2,2,2,2,2,2,2,3,5,4,,1,1,1,1,1,,,1,1,1,1,1,1,1,3,1,1,2,2,1,3,2,,,,,3,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,388,52
205,2,1,5,4,,2,2,,,3,2,Sayula,82,,,,,,,,,,,,,,1,1,,1,,,,,2,2,3,3,3,3,3,2,3,4,,3,1,2,2,2,8,,2,5,4,2,3,3,5,3,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,,,,2,,2,1,,,2,2,,,,2,,2,389,177
206,1,1,5,4,,2,2,,,4,3,Sayula,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,142
207,1,1,5,5,,1,,1,,1,4,Guadalajara,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,971
208,1,2,5,6,,1,,4,,5,2,Sayula,82,,,,,,,1,,,1,,,,1,,,,,,,,2,2,2,4,3,3,2,3,1,2,,2,1,2,2,1,,,1,1,1,1,2,2,1,3,2,1,2,1,1,2,1,,,3,,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,393,4151
209,1,1,5,5,,1,,4,,4,3,Autlán de Navarro,15,,,,,,,,,,1,,,,,1,1,,,,,,2,2,2,3,2,2,3,4,2,4,,2,1,2,2,1,,,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,,,,,4,4,4,4,4,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,,,,,,,,1,395,1922
210,1,3,6,3,,1,,1,,1,4,Sayula,82,,,1,,,,,,,,,,1,,,1,,,,,,2,2,3,4,2,3,3,2,2,1,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,971
211,1,1,5,3,,1,,1,,3,5,Guadalajara,39,,,,,,,,1,,1,,,,,,1,,,,,,2,2,2,2,2,2,2,2,2,4,,1,1,1,1,1,,,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,,,,,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,401,1312
212,1,1,5,3,,1,,1,,4,5,Guadalajara,39,1,,,,,,,,,,1,,,,1,,,,,,,2,2,2,3,2,3,1,2,2,4,,2,1,2,2,1,,,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,,,3,,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,,2,402,1744
213,1,1,5,4,,1,,5,,2,7,Tlajomulco de Zúñiga,97,,,1,,,,,,,,1,,,,1,,,,,,,3,1,4,4,6,3,1,2,2,4,,1,1,2,2,1,,,4,2,2,2,2,2,1,3,1,2,1,2,2,1,2,,,,,4,2,4,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,1,2,2,2,2,1,1,2,1,1,,,2,2,,1,403,482
214,2,1,6,2,,1,,5,,5,5,Zapopan,120,,,,,,1,,,,,,1,,,,,1,,,,,2,2,2,3,3,2,2,2,3,4,,1,1,1,1,1,,,2,3,4,3,3,4,2,5,2,2,1,1,2,1,1,,,3,,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,,2,406,2389
215,2,1,5,5,,1,,5,,4,9,Tlajomulco de Zúñiga,97,,,1,,,,,,,,1,,,,1,,,,,,,1,1,1,4,3,3,1,2,3,4,,1,1,2,2,1,,,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,,,,,1,1,1,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,407,9989
216,2,1,6,2,,2,2,,,2,3,Tlajomulco de Zúñiga,97,,,,,,,,,,,,,,,1,1,,1,,,,2,1,3,4,3,2,2,4,5,3,,2,1,2,2,1,,,1,1,1,1,2,2,1,3,1,2,2,1,1,2,2,,,,,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,,,,3,2,2,1,2,2,1,3,,3,3,3,,1,409,86
217,2,1,5,3,,1,,5,,3,3,Tlajomulco de Zúñiga,97,,,,,,,,,1,,,,,,1,,,1,,,,3,2,3,2,3,6,2,2,3,3,,2,1,1,1,1,,,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,,,,,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,411,1490
218,2,1,5,3,,2,6,,,3,9,Tlajomulco de Zúñiga,97,,,,,,1,,,,1,,,1,,,,,,,,,1,2,1,4,4,4,2,2,3,4,,2,1,1,1,1,,,2,3,3,2,2,3,2,3,1,2,2,1,1,1,2,,,,,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,3,412,24255
219,1,1,6,2,,2,2,,,4,8,Zapopan,120,,,1,,,,,,,,1,,,,1,,,,,,,2,1,1,4,3,2,1,2,1,4,,2,1,2,2,1,,,1,5,3,2,3,3,5,3,2,2,2,2,2,2,2,,,,,,,,,,,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,,2,,2,1,2,2,,,2,2,,,,,2,3,415,242
220,1,1,6,2,,2,6,,,4,8,Guadalajara,39,,,1,,,,,,1,,,,,,1,,,,,,,2,2,3,4,4,3,2,1,3,4,,1,1,1,1,1,,,1,3,1,2,3,4,2,1,1,2,2,2,1,1,1,,,3,,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,,2,416,10827
221,1,1,5,6,,1,,5,,3,2,Guadalajara,39,,,1,,,,,,,1,,,,,1,,,,,,,2,2,2,4,3,4,2,2,2,4,,3,1,2,2,1,,,2,3,3,2,4,4,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,,,,2,2,2,2,,,,2,,,2,2,,2,417,2347
222,2,1,5,4,,2,2,,,4,7,Guadalajara,39,,,1,,,1,,,,,,,,,,,,1,,,,2,1,1,3,4,2,1,3,2,4,,2,1,2,2,2,6,,1,2,3,2,3,4,2,4,1,2,1,2,2,1,1,,,3,,3,1,3,1,3,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,,2,2,,,,1,,2,2,418,68
223,1,1,5,3,,2,5,,,5,6,Zapopan,120,,1,,,,1,,,,,,,,,1,,,,,,,2,2,2,2,3,3,3,2,2,4,,2,1,2,2,1,,,2,2,2,2,3,3,2,4,2,2,2,2,2,1,2,,,,,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,3,419,940
224,1,1,5,5,,2,6,,,5,6,Zapopan,120,1,,,1,,,,,,,,,,,,,,1,,,,2,2,2,4,3,2,2,2,3,4,,4,1,2,2,1,,,1,5,2,2,2,2,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,2,2,2,2,2,2,2,2,,,2,2,,3,420,5363
225,1,1,5,4,,1,,1,,5,8,Zapopan,120,,,,,,,,,,,,,,,,,,,,1,,1,1,1,3,3,3,1,4,5,4,,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,4461
226,1,1,5,4,,2,2,,,5,7,Zapopan,120,,,,,,,,,,,,,,,,1,,1,,,,4,2,2,4,6,5,2,2,2,4,,1,1,2,2,1,,,1,3,3,2,2,2,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,422,86
227,1,1,6,2,,1,,1,,4,7,Guadalajara,39,,,,1,,,,,,,,,,,1,,,1,,,,1,1,4,2,3,1,1,3,3,2,,1,1,2,2,2,6,,3,2,2,2,3,3,2,4,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,,,2,423,848
228,1,1,5,3,,1,,1,,4,3,Colotlán,25,,,,,,,,,,,1,,,,1,,,,,,,2,1,1,4,5,3,1,2,2,1,,2,1,1,2,1,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,3,424,1922
229,1,1,5,5,,2,2,,,4,3,Colotlán,25,,,1,,,,1,,,1,,,,,,,,,,,,2,3,2,4,4,4,3,2,3,4,,2,1,1,2,1,,,1,2,3,3,3,3,2,2,2,1,2,1,1,2,2,,,,,2,2,2,3,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,,3,2,2,,,2,,,3,,,,3,,,2,425,142
230,2,1,6,2,,1,,1,,2,4,Colotlán,25,,,,,,,,1,1,1,,,,,,,,,,,,3,2,3,4,4,3,2,3,1,1,,1,1,1,1,2,7,,1,1,2,2,3,2,3,3,1,2,1,1,1,1,2,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,427,1330
231,1,1,6,2,,1,,1,,3,4,Huejúcar,41,,,,,,,,,,,,,,,1,,,,1,,,3,1,3,4,5,5,2,3,2,4,,1,1,1,1,1,,,1,2,4,3,4,4,2,1,2,2,2,1,3,1,2,,,,,2,1,3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,2,2,2,2,2,2,2,3,2,2,2,2,2,431,1715
232,2,1,6,2,,1,,5,,3,2,Colotlán,25,,,,1,,,,,,1,,,,,1,,,,,,,2,2,3,4,3,3,2,2,4,4,,3,1,2,2,1,,,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,432,2418
233,2,1,5,5,,1,,1,,6,1,Colotlán,25,,,1,,,,,,,,,,,,1,1,,,,,,3,2,3,4,4,4,2,3,2,4,,1,1,1,1,1,,,1,4,4,4,4,3,3,3,2,1,2,1,2,1,2,,,,,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,433,10046
234,2,1,5,2,,2,4,,,5,3,Tlajomulco de Zúñiga,97,,,,,,,,,,,1,,1,,1,,,,,,,3,1,3,4,2,2,1,3,3,3,,1,1,1,1,1,,,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,,,3,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,434,11446
235,2,1,5,5,,1,,1,,3,5,Guadalajara,39,1,,,1,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,2,4,,2,1,1,1,1,,,2,3,3,3,3,3,3,4,1,2,2,1,1,1,1,,,3,,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,,2,1,1,2,1,435,1352
236,2,1,5,4,,1,,1,,4,3,Colotlán,25,,,,,,,,1,,1,,,,,,1,,,,,,3,2,3,3,3,4,2,3,2,3,,3,1,2,2,1,,,2,5,5,5,5,5,5,4,2,2,2,2,2,2,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,1980
237,2,1,5,5,,1,,1,,5,6,Tlaquepaque,98,1,,1,1,,,,,,,,,,,,,,,,,,3,3,3,4,4,3,3,3,3,4,,2,1,2,2,1,,,2,5,5,2,2,5,5,4,2,2,1,1,2,3,1,,,3,,1,1,2,1,3,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,,,,3,3,3,3,3,,3,3,,,,,,3,440,1715
238,2,1,6,2,,2,2,,,3,5,Tlajomulco de Zúñiga,97,,,,1,,,,,,,,,,,1,1,,,,,,2,1,2,3,3,3,2,4,3,3,,2,1,2,2,1,,,2,2,2,2,2,2,2,3,1,2,1,2,1,1,2,,,,,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,441,102
239,2,1,5,4,,2,2,,,2,5,Tlaquepaque,98,1,,,1,,1,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,,2,1,2,2,2,3,,2,3,4,3,3,3,2,4,1,2,1,1,2,1,1,,,3,,3,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,442,79
240,2,1,5,4,,2,2,,,7,3,Zapopan,120,,,1,,,,,,1,,,,,,1,,,,,,,2,1,1,4,1,2,1,2,3,3,,2,1,2,2,1,,,2,3,3,2,2,4,2,2,1,2,2,2,2,1,1,,,3,,2,1,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,2,2,1,2,2,1,1,2,1,2,1,,3,443,333
241,2,1,5,4,,2,2,,,4,5,Guadalajara,39,,,,1,,1,,,,,,,,,,,,1,,,,2,2,2,4,3,3,2,3,2,4,,2,1,2,2,1,,,2,1,1,1,1,1,1,3,2,2,2,2,2,1,1,,,3,,3,2,1,1,3,1,1,1,2,1,1,1,,1,2,1,1,2,2,2,2,2,2,2,,2,2,2,,2,,2,2,,,,,,2,444,133
242,1,1,5,5,,2,2,,,3,4,Zapotiltic,121,,,,,,,1,,,1,,,,,,,,,1,,,2,2,2,2,2,3,2,4,3,3,,3,1,2,2,1,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,,,,2,,2,,,,1,,,2,,,,2,446,127
243,1,1,5,4,,1,,1,,2,6,Zapopan,120,,1,,1,,,,,,,,,,,,,,1,,,,2,1,2,3,3,2,2,2,2,3,,2,1,2,2,1,,,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,,,,,2,1,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,1,2,2,2,1,2,2,2,,,2,2,,1,447,710
244,2,1,6,2,,1,,1,,4,4,Guadalajara,39,,,,,,,,,,,,,,,1,,,,,,,1,1,1,3,3,5,1,1,1,4,,3,1,2,2,1,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,,,,2,,2,2,,,1,2,,,2,2,2,3,449,2349
245,2,1,5,5,,2,2,,,1,2,Tlajomulco de Zúñiga,97,,,1,1,,,,,,,,,,,,,,,1,,,2,2,2,4,3,4,2,4,4,4,,2,1,2,2,1,,,4,5,4,4,4,4,4,4,1,2,2,2,2,2,2,,,,,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,2,450,103
246,1,1,5,5,,2,2,,,3,6,Tlaquepaque,98,1,,,,,,,,,,,1,,,1,,,,,,,2,2,2,3,6,6,2,3,2,1,,2,1,2,2,1,,,2,2,1,1,1,2,2,3,2,2,1,2,2,2,2,,,,,2,1,3,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,,,,,,,,,1,452,73
247,2,1,6,1,,1,,1,,3,8,Zapopan,120,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,6,1,1,3,2,4,,3,1,1,1,1,,,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,,,3,,2,1,3,1,3,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,,2,1,1,2,1,2,,1,2,,2,,2,,1,453,2599
248,2,1,6,2,,1,,1,,2,4,Zapopan,120,,,,,,,,,,,,,,,1,,,,,,,2,2,2,2,2,3,2,2,2,4,,3,2,2,2,2,7,,2,5,5,2,5,5,2,3,1,2,2,2,2,2,2,,,,,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,2,2,1,2,2,1,2,2,1,2,,3,2,2,,3,454,1330
249,2,1,5,5,,2,2,,,2,6,Guadalajara,39,1,,,,,,,,,,,,,,1,,,,,,,2,2,3,4,3,3,3,3,2,4,,2,1,2,2,1,,,2,2,3,2,3,2,2,3,2,2,,2,2,2,2,,,,,,,,,,,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,,,2,2,2,2,2,,,2,2,,2,2,2,,3,455,58
250,2,1,5,4,,2,2,,,2,3,Zapopan,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,86
251,2,1,5,4,,1,,1,,2,3,Guadalajara,39,,,,1,,,,,,1,,,,,1,,,,,,,2,2,2,3,3,4,3,2,2,1,,3,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,1121
252,2,1,5,4,,1,,1,,2,1,Zapopan,120,,,,,,,,,,,1,,,,1,,,,,,,2,3,2,3,2,3,2,3,5,4,,2,1,2,2,1,,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,,,,,2,2,3,,1,2,,,1,2,,2,459,3207
253,2,1,5,4,,2,4,,,3,8,Guadalajara,39,,,1,1,,,,1,,,,,,,,,,,,,,2,2,2,3,3,3,2,3,2,4,,2,1,2,2,2,6,,2,2,3,2,3,3,2,2,2,2,1,2,2,1,2,,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,,2,2,2,,,,,,2,460,11296
254,2,1,5,4,,1,,4,,4,4,Guadalajara,39,,,,,,,,,,,,,,,1,,,,,,,2,1,4,4,3,4,4,1,5,4,,2,1,1,1,1,,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,461,2349
255,2,1,6,6,,1,,4,,5,6,Zapopan,120,,,1,,,,,1,,,,,,,,,,,,,,2,2,2,3,3,2,2,2,1,4,,4,1,2,2,1,,,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,,2,,2,,2,2,,,2,2,2,2,,2,2,2,462,1715
256,1,1,5,4,,1,,5,,5,8,Zapopan,120,,,,,,1,,,,,,,1,,1,,,,,,,1,1,4,2,3,3,1,1,1,1,,3,1,2,2,1,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,463,4461
257,1,1,5,4,,1,,1,,3,6,Guadalajara,39,1,,,,,,,,,,1,,,,1,,,,,,,2,2,3,3,2,4,2,3,2,3,,2,2,2,2,1,,,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,464,943
258,2,1,5,5,,1,,1,,4,5,Guadalajara,39,,,,,,,,,,1,1,,,1,,,,,,,,1,1,1,4,1,4,1,3,6,4,,3,1,1,2,1,,,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,,,3,,3,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,,1,2,2,1,,,1,2,,2,,,,1,465,1797
